IDTournament|Tournament|Indoor|TournamentType|Surface|Country|TournamentPrize|Draw|TournamentStart|TournamentEnd|e|y
640|Singapore|0|{'y': 2012, 'e': 6232}|Hard|Singapore|$50000|32|27.02.2012|04.03.2012|6232|2012
641|All Japan Indoor Tennis Championships|1|{'y': 2012, 'e': 91}|Carpet|Japan|$35000|32|05.03.2012|18.03.2012|91|2012
642|Challenger de Providencia|0|{'y': 2012, 'e': 3406}|Clay|Chile|$35000|32|05.03.2012|18.03.2012|3406|2012
643|Guadalajara|0|{'y': 2012, 'e': 6284}|Hard|Mexico|$100000|32|12.03.2012|18.03.2012|6284|2012
644|Pingguo|0|{'y': 2012, 'e': 6248}|Hard|China|$50000|32|12.03.2012|18.03.2012|6248|2012
645|Rabat|0|{'y': 2012, 'e': 3566}|Clay|Morocco|Ç30000|32|12.03.2012|18.03.2012|3566|2012
646|Sarajevo|1|{'y': 2012, 'e': 1683}|Hard|Bosnia & Herzegovina|Ç30000|32|12.03.2012|18.03.2012|1683|2012
647|Dallas 2|0|{'y': 2012, 'e': 6486}|Hard|TX, U.S.A.|$125000|32|12.03.2012|18.03.2012|6486|2012
648|Aegon GB Pro Series Bath|1|{'y': 2012, 'e': 6246}|Hard|Great Britain|Ç42500|32|19.03.2012|01.04.2012|6246|2012
649|Marrakech|0|{'y': 2012, 'e': 3585}|Clay|Morocco|Ç30000|32|19.03.2012|01.04.2012|3585|2012
650|Rimouski|1|{'y': 2012, 'e': 3535}|Hard|Canada|$35000|32|19.03.2012|01.04.2012|3535|2012
651|Barranquilla|0|{'y': 2012, 'e': 6250}|Clay|Colombia|$50000|32|26.03.2012|01.04.2012|6250|2012
652|Le Gosier|0|{'y': 2012, 'e': 6244}|Hard|Guadeloupe|$100000|32|26.03.2012|01.04.2012|6244|2012
653|Barletta|0|{'y': 2012, 'e': 60}|Clay|Italy|Ç30000|32|02.04.2012|08.04.2012|60|2012
654|San Luis Potosi|0|{'y': 2012, 'e': 213}|Clay|Mexico|$35000|32|02.04.2012|08.04.2012|213|2012
655|St. Brieuc|1|{'y': 2012, 'e': 1796}|Clay|France|Ç30000|32|02.04.2012|08.04.2012|1796|2012
656|Tallahassee|0|{'y': 2012, 'e': 692}|Hard|FL, U.S.A.|$50000|32|02.04.2012|08.04.2012|692|2012
657|Blumenau|0|{'y': 2012, 'e': 3407}|Clay|Brazil|$35000|32|09.04.2012|15.04.2012|3407|2012
658|Leon|0|{'y': 2012, 'e': 1539}|Hard|Mexico|$35000|32|09.04.2012|15.04.2012|1539|2012
659|Mersin|0|{'y': 2012, 'e': 6488}|Clay|Turkey|Ç42500|32|09.04.2012|15.04.2012|6488|2012
660|Pereira|0|{'y': 2012, 'e': 5063}|Clay|Colombia|$50000|32|09.04.2012|15.04.2012|5063|2012
661|Rome|0|{'y': 2012, 'e': 2151}|Clay|Italy|Ç30000|32|16.04.2012|22.04.2012|2151|2012
662|Santos|0|{'y': 2012, 'e': 6256}|Clay|Brazil|$35000|32|16.04.2012|22.04.2012|6256|2012
663|Sarasota|0|{'y': 2012, 'e': 5069}|Clay|FL, USA|$100000|32|16.04.2012|22.04.2012|5069|2012
664|Kaohsiung|0|{'y': 2012, 'e': 6490}|Hard|Taiwan|$125000|32|23.04.2012|29.04.2012|6490|2012
665|Napoli|0|{'y': 2012, 'e': 443}|Clay|Italy|Ç30000|32|23.04.2012|29.04.2012|443|2012
666|Sao Paulo 2|0|{'y': 2012, 'e': 6492}|Clay|Brazil|$35000|32|23.04.2012|29.04.2012|6492|2012
667|Savannah|0|{'y': 2012, 'e': 5067}|Clay|GA, USA|$50000|32|23.04.2012|29.04.2012|5067|2012
668|Ostrava|0|{'y': 2012, 'e': 1797}|Clay|Czech Republic|Ç42500|32|30.04.2012|06.05.2012|1797|2012
669|Tunis|0|{'y': 2012, 'e': 1541}|Clay|Tunisia|$125000|32|30.04.2012|06.05.2012|1541|2012
670|Athens|0|{'y': 2012, 'e': 3801}|Hard|Greece|Ç42500|32|07.05.2012|13.05.2012|3801|2012
671|Busan|0|{'y': 2012, 'e': 1741}|Hard|South Korea|$75000|32|07.05.2012|13.05.2012|1741|2012
672|Prague|0|{'y': 2012, 'e': 600}|Clay|Czech Republic|Ç85000|32|07.05.2012|13.05.2012|600|2012
673|Rio Quente|0|{'y': 2012, 'e': 6532}|Hard|Brazil|$35000|32|07.05.2012|13.05.2012|6532|2012
674|Rome-2|0|{'y': 2012, 'e': 5057}|Clay|Italy|Ç30000|32|07.05.2012|13.05.2012|5057|2012
675|Bordeaux|0|{'y': 2012, 'e': 3824}|Clay|France|Ç85000|32|14.05.2012|20.05.2012|3824|2012
676|Fergana|0|{'y': 2012, 'e': 603}|Hard|Uzbekistan|$35000|32|14.05.2012|20.05.2012|603|2012
677|Prostejov|0|{'y': 2012, 'e': 558}|Clay|Czech Republic|Ç106500|32|04.06.2012|10.06.2012|558|2012
678|Caltanissetta|0|{'y': 2012, 'e': 5049}|Clay|Italy|Ç64000|32|04.06.2012|10.06.2012|5049|2012
679|Furth|0|{'y': 2012, 'e': 396}|Clay|Germany|Ç30000|32|04.06.2012|10.06.2012|396|2012
680|Nottingham|0|{'y': 2012, 'e': 1631}|Grass|Great Britain|Ç64000|32|04.06.2012|10.06.2012|1631|2012
681|Kosice|0|{'y': 2012, 'e': 853}|Clay|Slovak Republic|Ç30000|32|11.06.2012|17.06.2012|853|2012
682|Monza|0|{'y': 2012, 'e': 2208}|Clay|Italy|Ç64000|32|11.06.2012|17.06.2012|2208|2012
683|Nottingham-2|0|{'y': 2012, 'e': 6286}|Grass|Great Britain|Ç64000|32|11.06.2012|17.06.2012|6286|2012
684|Marburg|0|{'y': 2012, 'e': 6156}|Clay|Germany|Ç30000|32|25.06.2012|08.07.2012|6156|2012
685|Milan|0|{'y': 2012, 'e': 3463}|Clay|Italy|Ç30000|32|25.06.2012|08.07.2012|3463|2012
686|Braunschweig|0|{'y': 2012, 'e': 526}|Clay|Germany|Ç106500|32|02.07.2012|08.07.2012|526|2012
687|Lima|0|{'y': 2012, 'e': 6579}|Clay|Peru|$50000|32|02.07.2012|08.07.2012|6579|2012
688|Winnetka|0|{'y': 2012, 'e': 228}|Hard|IL, U.S.A.|$50000|32|02.07.2012|08.07.2012|228|2012
689|Arad|0|{'y': 2012, 'e': 6564}|Clay|Romania|Ç30000|32|02.07.2012|08.07.2012|6564|2012
690|Panama City|0|{'y': 2012, 'e': 6566}|Clay|Panama|$35000|32|02.07.2012|08.07.2012|6566|2012
691|Bogota|0|{'y': 2012, 'e': 576}|Clay|Colombia|$125000|32|09.07.2012|15.07.2012|576|2012
692|San Benedetto|0|{'y': 2012, 'e': 3945}|Clay|Italy|Ç30000|32|09.07.2012|15.07.2012|3945|2012
693|Siemens Open|0|{'y': 2012, 'e': 686}|Clay|The Netherlands|Ç42500|32|09.07.2012|15.07.2012|686|2012
694|Timisoara|0|{'y': 2012, 'e': 6570}|Clay|Romania|Ç30000|32|09.07.2012|15.07.2012|6570|2012
695|An-Ning|0|{'y': 2012, 'e': 6572}|Clay|China|$50000|32|16.07.2012|22.07.2012|6572|2012
696|Bercuit|0|{'y': 2012, 'e': 6574}|Clay|Belgium|Ç42500|32|16.07.2012|22.07.2012|6574|2012
697|Binghamton|0|{'y': 2012, 'e': 670}|Hard|NY, U.S.A.|$50000|32|16.07.2012|22.07.2012|670|2012
698|Granby|0|{'y': 2012, 'e': 877}|Hard|Canada|$50000|32|16.07.2012|22.07.2012|877|2012
699|Penza|0|{'y': 2012, 'e': 3468}|Hard|Russia|$50000|32|16.07.2012|22.07.2012|3468|2012
700|Poznan|0|{'y': 2012, 'e': 786}|Clay|Poland|Ç30000|32|16.07.2012|22.07.2012|786|2012
701|Recanati|0|{'y': 2012, 'e': 1743}|Hard|Italy|Ç30000|32|16.07.2012|22.07.2012|1743|2012
702|Astana|0|{'y': 2012, 'e': 3618}|Hard|Kazakhstan|$125000|32|23.07.2012|29.07.2012|3618|2012
703|Lexington|0|{'y': 2012, 'e': 586}|Hard|KY, U.S.A.|$50000|32|23.07.2012|29.07.2012|586|2012
704|Oberstaufen|0|{'y': 2012, 'e': 833}|Clay|Germany|Ç30000|32|23.07.2012|29.07.2012|833|2012
705|Orbetello|0|{'y': 2012, 'e': 6001}|Clay|Italy|Ç30000|32|23.07.2012|29.07.2012|6001|2012
706|Tampere|0|{'y': 2012, 'e': 221}|Clay|Finland|Ç42500|32|23.07.2012|29.07.2012|221|2012
707|Wuhan|0|{'y': 2012, 'e': 6576}|Hard|China|$50000|32|23.07.2012|29.07.2012|6576|2012
708|Beijing|0|{'y': 2012, 'e': 6167}|Hard|China|$75000|32|30.07.2012|05.08.2012|6167|2012
709|Manta|0|{'y': 2012, 'e': 2121}|Hard|Ecuador|$35000|32|30.07.2012|05.08.2012|2121|2012
710|Vancouver|0|{'y': 2012, 'e': 254}|Hard|Canada|$100000|32|30.07.2012|05.08.2012|254|2012
711|Aptos|0|{'y': 2012, 'e': 467}|Hard|CA, U.S.A.|$100000|32|06.08.2012|12.08.2012|467|2012
712|Pozoblanco|0|{'y': 2012, 'e': 472}|Hard|Spain|Ç42500|32|06.08.2012|12.08.2012|472|2012
713|Samarkand|0|{'y': 2012, 'e': 447}|Clay|Uzbekistan|$35000|32|06.08.2012|12.08.2012|447|2012
714|San Marino CEPU Open|0|{'y': 2012, 'e': 841}|Clay|San Marino|Ç85000|32|06.08.2012|12.08.2012|841|2012
715|Sibiu|0|{'y': 2012, 'e': 6590}|Clay|Romania|Ç30000|32|06.08.2012|12.08.2012|6590|2012
716|Cordenons|0|{'y': 2012, 'e': 2120}|Clay|Italy|Ç85000|32|13.08.2012|19.08.2012|2120|2012
717|Karshi|0|{'y': 2012, 'e': 3967}|Hard|Uzbekistan|$50000|32|13.08.2012|19.08.2012|3967|2012
718|ATP Open Castilla y Leon|0|{'y': 2012, 'e': 783}|Hard|Spain|Ç42500|32|20.08.2012|26.08.2012|783|2012
719|Bangkok1|0|{'y': 2012, 'e': 5047}|Hard|Thailand|$50000|32|27.08.2012|09.09.2012|5047|2012
720|Como|0|{'y': 2012, 'e': 3473}|Clay|Italy|Ç30000|32|27.08.2012|09.09.2012|3473|2012
721|Shanghai1|0|{'y': 2012, 'e': 6313}|Hard|China|$50000|32|03.09.2012|09.09.2012|6313|2012
722|Alphen aan den Rijn|0|{'y': 2012, 'e': 3626}|Clay|The Netherlands|Ç42500|32|03.09.2012|09.09.2012|3626|2012
723|Brasov|0|{'y': 2012, 'e': 696}|Clay|Romania|Ç30000|32|03.09.2012|09.09.2012|696|2012
724|Genova|0|{'y': 2012, 'e': 1763}|Clay|Italy|Ç85000|32|03.09.2012|09.09.2012|1763|2012
725|St. Remy|0|{'y': 2012, 'e': 6014}|Hard|France|Ç42500|32|03.09.2012|09.09.2012|6014|2012
726|Banja Luka|0|{'y': 2012, 'e': 1607}|Clay|Bosnia & Herzegovina|Ç64000|32|10.09.2012|16.09.2012|1607|2012
727|Cali|0|{'y': 2012, 'e': 3994}|Clay|Colombia|$75000|32|10.09.2012|16.09.2012|3994|2012
728|Istanbul|0|{'y': 2012, 'e': 226}|Hard|Turkey|$75000|32|10.09.2012|16.09.2012|226|2012
729|Ningbo|0|{'y': 2012, 'e': 6305}|Hard|China|$50000|32|10.09.2012|16.09.2012|6305|2012
730|Petange|1|{'y': 2012, 'e': 6592}|Hard|Luxembourg|Ç64000|32|10.09.2012|16.09.2012|6592|2012
731|Seville|0|{'y': 2012, 'e': 784}|Clay|Spain|Ç42500|32|10.09.2012|16.09.2012|784|2012
732|Todi|0|{'y': 2012, 'e': 3627}|Clay|Italy|Ç30000|32|10.09.2012|16.09.2012|3627|2012
733|Campinas|0|{'y': 2012, 'e': 6307}|Clay|Brazil|$50000|32|17.09.2012|23.09.2012|6307|2012
734|Izmir|0|{'y': 2012, 'e': 3834}|Hard|Turkey|Ç64000|32|17.09.2012|23.09.2012|3834|2012
735|Szczecin|0|{'y': 2012, 'e': 448}|Clay|Poland|Ç106500|32|17.09.2012|23.09.2012|448|2012
736|Trnava|0|{'y': 2012, 'e': 3628}|Clay|Slovakia|Ç64000|32|17.09.2012|23.09.2012|3628|2012
737|Lermontov|0|{'y': 2012, 'e': 6614}|Clay|Russia|$50000|32|24.09.2012|30.09.2012|6614|2012
738|Madrid|0|{'y': 2012, 'e': 6050}|Clay|Spain|Ç42500|32|24.09.2012|30.09.2012|6050|2012
739|Orleans|1|{'y': 2012, 'e': 2273}|Hard|France|Ç106500|32|24.09.2012|30.09.2012|2273|2012
740|Belem|0|{'y': 2012, 'e': 6616}|Hard|Brazil|$35000|32|01.10.2012|07.10.2012|6616|2012
741|Mons|1|{'y': 2012, 'e': 3350}|Hard|Belgium|Ç106500|32|01.10.2012|07.10.2012|3350|2012
742|Quito|0|{'y': 2012, 'e': 589}|Clay|Ecuador|$35000|32|01.10.2012|07.10.2012|589|2012
743|Sacramento|0|{'y': 2012, 'e': 3351}|Hard|CA, U.S.A.|$100000|32|01.10.2012|07.10.2012|3351|2012
744|Rennes|1|{'y': 2012, 'e': 3503}|Hard|France|Ç42500|32|08.10.2012|14.10.2012|3503|2012
745|San Juan|0|{'y': 2012, 'e': 6622}|Clay|Argentina|$35000|32|08.10.2012|14.10.2012|6622|2012
746|Tashkent|0|{'y': 2012, 'e': 4012}|Hard|Uzbekistan|$125000|32|08.10.2012|14.10.2012|4012|2012
747|Tiburon|0|{'y': 2012, 'e': 1768}|Hard|CA, USA|$100000|32|08.10.2012|14.10.2012|1768|2012
748|Rio de Janeiro|0|{'y': 2012, 'e': 6618}|Clay|Brazil|$50000|32|15.10.2012|21.10.2012|6618|2012
749|Villa Allende|0|{'y': 2012, 'e': 6624}|Clay|Argentina|$50000|32|15.10.2012|21.10.2012|6624|2012
750|Buenos Aires|0|{'y': 2012, 'e': 722}|Clay|Argentina|$75000|32|22.10.2012|28.10.2012|722|2012
751|Porto Alegre|0|{'y': 2012, 'e': 6620}|Clay|Brazil|$35000|32|22.10.2012|28.10.2012|6620|2012
752|Seoul|0|{'y': 2012, 'e': 545}|Hard|Korea|$100000|32|22.10.2012|28.10.2012|545|2012
753|Charlottesville|1|{'y': 2012, 'e': 6055}|Hard|VA, USA|$75000|32|29.10.2012|04.11.2012|6055|2012
754|Eckental|1|{'y': 2012, 'e': 83}|Carpet|Germany|Ç30000|32|29.10.2012|04.11.2012|83|2012
755|Geneva|1|{'y': 2012, 'e': 471}|Hard|Switzerland|Ç64000|32|29.10.2012|04.11.2012|471|2012
756|Medellin|0|{'y': 2012, 'e': 252}|Clay|Colombia|$50000|32|29.10.2012|04.11.2012|252|2012
757|Montevideo|0|{'y': 2012, 'e': 544}|Clay|Uruguay|$50000|32|29.10.2012|04.11.2012|544|2012
758|Bratislava|1|{'y': 2012, 'e': 444}|Hard|Slovakia|Ç85000|32|05.11.2012|11.11.2012|444|2012
759|Guayaquil|0|{'y': 2012, 'e': 543}|Clay|Ecuador|$50000|32|05.11.2012|11.11.2012|543|2012
760|Knoxville|1|{'y': 2012, 'e': 363}|Hard|TN, USA|$50000|32|05.11.2012|11.11.2012|363|2012
761|Loughborough|1|{'y': 2012, 'e': 6206}|Hard|Great Britain|Ç42500|32|05.11.2012|11.11.2012|6206|2012
762|Ortisei|1|{'y': 2012, 'e': 6204}|Hard|Italy|Ç64000|32|05.11.2012|11.11.2012|6204|2012
763|Sao Leopoldo|0|{'y': 2012, 'e': 6344}|Clay|Brazil|$35000|32|05.11.2012|11.11.2012|6344|2012
764|Champaign|1|{'y': 2012, 'e': 637}|Hard|IL, USA|$50000|32|12.11.2012|18.11.2012|637|2012
765|Helsinki|1|{'y': 2012, 'e': 305}|Hard|Finland|Ç106500|32|12.11.2012|18.11.2012|305|2012
766|Marbella|0|{'y': 2012, 'e': 6628}|Clay|Spain|Ç30000|32|12.11.2012|18.11.2012|6628|2012
767|Yokohama|0|{'y': 2012, 'e': 6626}|Hard|Japan|$50000|32|12.11.2012|18.11.2012|6626|2012
768|Toyota|1|{'y': 2012, 'e': 4042}|Carpet|Japan|$35000|32|19.11.2012|25.11.2012|4042|2012
769|Tyumen|1|{'y': 2012, 'e': 6630}|Hard|Russia|$35000|32|19.11.2012|25.11.2012|6630|2012
770|ATP Challenger Tour Finals|1|{'y': 2012, 'e': 6406}|Hard|Brazil|$220000|8|26.11.2012|02.12.2012|6406|2012
771|Noumea|0|{'y': 2013, 'e': 2205}|Hard|New Caledonia|$75000|32|31.12.2012|06.01.2013|2205|2013
772|Sao Paulo1|0|{'y': 2013, 'e': 746}|Hard|Brazil|$125000|32|31.12.2012|06.01.2013|746|2013
773|Heilbronn Open|1|{'y': 2013, 'e': 460}|Hard|Germany|€85000|32|21.01.2013|27.01.2013|460|2013
774|Maui|0|{'y': 2013, 'e': 6708}|Hard|Hawaii, USA|$50000|32|21.01.2013|27.01.2013|6708|2013
775|Seguros Bolivar Open|0|{'y': 2013, 'e': 5016}|Clay|Colombia|$35000|32|21.01.2013|27.01.2013|5016|2013
776|McDonald's Burnie International|0|{'y': 2013, 'e': 5018}|Hard|Australia|$50000|32|28.01.2013|03.02.2013|5018|2013
777|Internationale Trismoka|1|{'y': 2013, 'e': 854}|Hard|Italy|€42500|32|04.02.2013|10.02.2013|854|2013
778|Dallas|1|{'y': 2013, 'e': 695}|Hard|TX, USA|$100000|32|04.02.2013|10.02.2013|695|2013
779|West Lakes|0|{'y': 2013, 'e': 6714}|Hard|Adelaide, Australia|$50000|32|04.02.2013|10.02.2013|6714|2013
780|Open De Quimper|1|{'y': 2013, 'e': 6239}|Hard|France|€42500|32|11.02.2013|17.02.2013|6239|2013
781|Challenger DCNS De Cherbourg|1|{'y': 2013, 'e': 398}|Hard|France|€42500|32|25.02.2013|03.03.2013|398|2013
782|Salinas|0|{'y': 2013, 'e': 59}|Clay|Ecuador|$35000|32|25.02.2013|03.03.2013|59|2013
783|Sydney1|0|{'y': 2013, 'e': 6720}|Hard|Australia|$50000|32|25.02.2013|03.03.2013|6720|2013
784|All Japan Indoor Tennis Championships|1|{'y': 2013, 'e': 91}|Carpet|Japan|$35000|32|04.03.2013|17.03.2013|91|2013
785|Copa Cachantun|0|{'y': 2013, 'e': 3406}|Clay|Chile|$35000|32|04.03.2013|17.03.2013|3406|2013
786|Dallas Tennis Classic|0|{'y': 2013, 'e': 6486}|Hard|TX, U.S.A.|$125000|32|11.03.2013|17.03.2013|6486|2013
787|BH Telecom Indoors 2013|1|{'y': 2013, 'e': 1683}|Hard|Bosnia & Herzegovina|€30000|32|11.03.2013|17.03.2013|1683|2013
788|National Bank Men's Rimouski Challenger|1|{'y': 2013, 'e': 3535}|Hard|Canada|$35000|32|18.03.2013|31.03.2013|3535|2013
789|Orange Open Guadeloupe|0|{'y': 2013, 'e': 6244}|Hard|Guadeloupe|$100000|32|25.03.2013|31.03.2013|6244|2013
790|Seguros Bolivar Open|0|{'y': 2013, 'e': 5063}|Clay|Colombia|$50000|32|25.03.2013|31.03.2013|5063|2013
791|San Luis Open Challenger 2013|0|{'y': 2013, 'e': 213}|Clay|Mexico|$35000|32|25.03.2013|31.03.2013|213|2013
792|Torneo Internacional Challenger|0|{'y': 2013, 'e': 1539}|Hard|Mexico|$35000|32|01.04.2013|07.04.2013|1539|2013
793|Open Harmonie Mutuelle|1|{'y': 2013, 'e': 1796}|Hard|France|€30000|32|01.04.2013|07.04.2013|1796|2013
794|Barranquilla|0|{'y': 2013, 'e': 6250}|Clay|Colombia|$50000|32|08.04.2013|14.04.2013|6250|2013
795|Guadalajara|0|{'y': 2013, 'e': 6284}|Hard|Mexico|$100000|32|08.04.2013|14.04.2013|6284|2013
796|Itajai|0|{'y': 2013, 'e': 3407}|Clay|Brazil|$35000|32|08.04.2013|14.04.2013|3407|2013
797|Mersin|0|{'y': 2013, 'e': 6488}|Clay|Turkey|€42500|32|08.04.2013|14.04.2013|6488|2013
798|Mexico City|0|{'y': 2013, 'e': 6724}|Hard|Mexico|$35000|32|15.04.2013|21.04.2013|6724|2013
799|Panama City|0|{'y': 2013, 'e': 6566}|Clay|Panama|$35000|32|15.04.2013|21.04.2013|6566|2013
800|Rome|0|{'y': 2013, 'e': 2151}|Clay|Italy|€30000|32|15.04.2013|21.04.2013|2151|2013
801|Santos|0|{'y': 2013, 'e': 6256}|Clay|Brazil|$35000|32|15.04.2013|21.04.2013|6256|2013
802|Sarasota|0|{'y': 2013, 'e': 5069}|Clay|FL, USA|$100000|32|15.04.2013|21.04.2013|5069|2013
803|Sao Paulo 2|0|{'y': 2013, 'e': 6492}|Clay|Brazil|$50000|32|22.04.2013|28.04.2013|6492|2013
804|Savannah|0|{'y': 2013, 'e': 5067}|Clay|GA, USA|$50000|32|22.04.2013|28.04.2013|5067|2013
805|An-Ning|0|{'y': 2013, 'e': 6572}|Clay|China|$50000|32|29.04.2013|05.05.2013|6572|2013
806|Johannesburg|0|{'y': 2013, 'e': 6722}|Hard|South Africa|$100000|32|29.04.2013|05.05.2013|6722|2013
807|Napoli|0|{'y': 2013, 'e': 443}|Clay|Italy|€30000|32|29.04.2013|05.05.2013|443|2013
808|Ostrava|0|{'y': 2013, 'e': 1797}|Clay|Czech Republic|€85000|32|29.04.2013|05.05.2013|1797|2013
809|Tallahassee|0|{'y': 2013, 'e': 692}|Clay|FL, U.S.A.|$50000|32|29.04.2013|05.05.2013|692|2013
810|Tunis|0|{'y': 2013, 'e': 1541}|Clay|Tunisia|$125000|32|29.04.2013|05.05.2013|1541|2013
811|Karshi|0|{'y': 2013, 'e': 3967}|Hard|Uzbekistan|$50000|32|06.05.2013|12.05.2013|3967|2013
812|Kun-Ming|0|{'y': 2013, 'e': 6726}|Hard|Kun-Ming|$125000|32|06.05.2013|12.05.2013|6726|2013
813|Rio Quente|0|{'y': 2013, 'e': 6532}|Hard|Brazil|$35000|32|06.05.2013|12.05.2013|6532|2013
814|Rome-2|0|{'y': 2013, 'e': 5057}|Clay|Italy|€30000|32|06.05.2013|12.05.2013|5057|2013
815|Bordeaux|0|{'y': 2013, 'e': 3824}|Clay|France|€85000|32|13.05.2013|19.05.2013|3824|2013
816|Busan|0|{'y': 2013, 'e': 1741}|Hard|South Korea|$75000|32|13.05.2013|19.05.2013|1741|2013
817|Samarkand|0|{'y': 2013, 'e': 447}|Clay|Uzbekistan|$50000|32|13.05.2013|19.05.2013|447|2013
818|Prostejov|0|{'y': 2013, 'e': 558}|Clay|Czech Republic|€106500|32|03.06.2013|09.06.2013|558|2013
819|Arad|0|{'y': 2013, 'e': 6564}|Clay|Romania|€30000|32|03.06.2013|09.06.2013|6564|2013
820|Caltanissetta|0|{'y': 2013, 'e': 5049}|Clay|Italy|€85000|32|03.06.2013|09.06.2013|5049|2013
821|Furth|0|{'y': 2013, 'e': 396}|Clay|Germany|€30000|32|03.06.2013|09.06.2013|396|2013
822|Nottingham|0|{'y': 2013, 'e': 1631}|Grass|Great Britain|€64000|32|03.06.2013|09.06.2013|1631|2013
823|Blois|0|{'y': 2013, 'e': 6757}|Clay|France|€30000|32|10.06.2013|16.06.2013|6757|2013
824|Kosice|0|{'y': 2013, 'e': 853}|Clay|Slovak Republic|€30000|32|10.06.2013|16.06.2013|853|2013
825|Nottingham-2|0|{'y': 2013, 'e': 6286}|Grass|Great Britain|€64000|32|10.06.2013|16.06.2013|6286|2013
826|Prague|0|{'y': 2013, 'e': 600}|Clay|Czech Republic|€42500|32|10.06.2013|16.06.2013|600|2013
827|Milan|0|{'y': 2013, 'e': 3463}|Clay|Italy|€30000|32|17.06.2013|23.06.2013|3463|2013
828|Tanger|0|{'y': 2013, 'e': 6759}|Clay|Morocco|€30000|32|17.06.2013|23.06.2013|6759|2013
829|Marburg|0|{'y': 2013, 'e': 6156}|Clay|Germany|€30000|32|24.06.2013|07.07.2013|6156|2013
830|Braunschweig|0|{'y': 2013, 'e': 526}|Clay|Germany|€106500|32|01.07.2013|07.07.2013|526|2013
831|Manta|0|{'y': 2013, 'e': 2121}|Hard|Ecuador|$35000|32|01.07.2013|07.07.2013|2121|2013
832|Portoroz|0|{'y': 2013, 'e': 6787}|Hard|Slovenia|€30000|32|01.07.2013|07.07.2013|6787|2013
833|Timisoara|0|{'y': 2013, 'e': 6570}|Clay|Romania|€30000|32|01.07.2013|07.07.2013|6570|2013
834|Todi|0|{'y': 2013, 'e': 3627}|Clay|Italy|€30000|32|01.07.2013|07.07.2013|3627|2013
835|Winnetka|0|{'y': 2013, 'e': 228}|Hard|IL, U.S.A.|$50000|32|01.07.2013|07.07.2013|228|2013
836|Beijing|0|{'y': 2013, 'e': 6167}|Hard|China|$75000|32|08.07.2013|14.07.2013|6167|2013
837|Istanbul|0|{'y': 2013, 'e': 226}|Hard|Turkey|€42500|32|08.07.2013|14.07.2013|226|2013
838|San Benedetto|0|{'y': 2013, 'e': 3945}|Clay|Italy|€30000|32|08.07.2013|14.07.2013|3945|2013
839|Sport1 Open|0|{'y': 2013, 'e': 686}|Clay|The Netherlands|€42500|32|08.07.2013|14.07.2013|686|2013
840|Binghamton|0|{'y': 2013, 'e': 670}|Hard|NY, U.S.A.|$50000|32|15.07.2013|21.07.2013|670|2013
841|Eskisehir|0|{'y': 2013, 'e': 6791}|Hard|Turkey|€42500|32|15.07.2013|21.07.2013|6791|2013
842|Granby|0|{'y': 2013, 'e': 877}|Hard|Canada|$50000|32|15.07.2013|21.07.2013|877|2013
843|Poznan|0|{'y': 2013, 'e': 786}|Clay|Poland|€30000|32|15.07.2013|21.07.2013|786|2013
844|Recanati|0|{'y': 2013, 'e': 1743}|Hard|Italy|€30000|32|15.07.2013|21.07.2013|1743|2013
845|Astana|0|{'y': 2013, 'e': 3618}|Hard|Kazakhstan|$125000|32|22.07.2013|28.07.2013|3618|2013
846|Guimaraes|0|{'y': 2013, 'e': 6793}|Hard|Portugal|€42500|32|22.07.2013|28.07.2013|6793|2013
847|Lexington|0|{'y': 2013, 'e': 586}|Hard|KY, U.S.A.|$50000|32|22.07.2013|28.07.2013|586|2013
848|Medellin|0|{'y': 2013, 'e': 252}|Clay|Colombia|$50000|32|22.07.2013|28.07.2013|252|2013
849|Oberstaufen|0|{'y': 2013, 'e': 833}|Clay|Germany|€30000|32|22.07.2013|28.07.2013|833|2013
850|Orbetello|0|{'y': 2013, 'e': 6001}|Clay|Italy|€30000|32|22.07.2013|28.07.2013|6001|2013
851|Tampere|0|{'y': 2013, 'e': 221}|Clay|Finland|€42500|32|22.07.2013|28.07.2013|221|2013
852|Liberec|0|{'y': 2013, 'e': 6795}|Clay|Czech Republic|€30000|32|29.07.2013|04.08.2013|6795|2013
853|Sao Paulo 3|0|{'y': 2013, 'e': 6807}|Clay|Brazil|$50000|32|29.07.2013|04.08.2013|6807|2013
854|ATP Open Castilla y Leon|0|{'y': 2013, 'e': 783}|Hard|Spain|€42500|32|29.07.2013|04.08.2013|783|2013
855|Vancouver|0|{'y': 2013, 'e': 254}|Hard|Canada|$100000|32|29.07.2013|04.08.2013|254|2013
856|Aptos|0|{'y': 2013, 'e': 467}|Hard|CA, U.S.A.|$100000|32|05.08.2013|11.08.2013|467|2013
857|Rio de Janeiro|0|{'y': 2013, 'e': 6618}|Clay|Brazil|$50000|32|05.08.2013|11.08.2013|6618|2013
858|San Marino CEPU Open|0|{'y': 2013, 'e': 841}|Clay|San Marino|€64000|32|05.08.2013|11.08.2013|841|2013
859|Credit Agricole Tennis Cup|0|{'y': 2013, 'e': 2120}|Clay|Italy|€42500|32|12.08.2013|18.08.2013|2120|2013
860|Kazan Summer Cup|1|{'y': 2013, 'e': 6114}|Hard|Russia|$50000|32|12.08.2013|18.08.2013|6114|2013
