ID|Code|IDPlayer|RealName|DayBirth|MonthBirth|YearBirth|Height|Weight|RightHanded|TurnedPro|Country
840|A539|Al/M/Martin-Alund|Martín Alund|26|12|1985|183|80|1|-1|Argentina
841|I206|Iv/S/Simeon-Ivanov|Simeon Ivanov|23|7|1985|-1|-1|-1|-1|Bulgaria
842|I201|Id/Y/Yassine-Idmbarek|Yassine Idmbarek|7|12|1986|-1|-1|-1|-1|Morocco
843|I200|In/D/Dominic-Inglot|Dominic Inglot|6|3|1986|196|95|1|-1|Great Britain
844|M590|Ma/A/Alberto-Martin|Alberto Martín|20|8|1978|175|73|1|1995|Spain
845|P305|Po/A/Albert-Portas|Albert Portas|15|11|1973|188|78|1|1994|Spain
846|M595|Top-Players/Max-Mirnyi|Max Mirnyi|6|7|1977|196|93|-1|1996|Belarus
847|L924|La/M/Marko-Lazic|Marko Lazic|29|1|1986|-1|-1|-1|-1|Slovenia
848|S913|Sr/V/Vinod-Sridhar|Vinod Sridhar|5|2|1979|-1|-1|-1|-1|India
849|A467|Al/M/Mariano-Albert-Ferrando|Mariano Albert Ferrando|26|4|1982|-1|-1|-1|0|Spain
850|G386|Cr/J/Jaymon-Crabb|Jaymon Crabb|6|3|1978|183|83|1|1997|Australia
851|S918|Si/R/Renato-Silveira|Renato Silveira|27|9|1979|-1|-1|-1|-1|Brazil
852|BK24|Ba/G/Gregoire-Barrere|Gregoire Barrere|16|2|1994|183|-1|1|-1|France
853|C387|Co/B/Barry-Cowan|Barry Cowan|25|8|1974|188|78|0|1991|Great Britain
854|R959|Ro/I/Ismael-Rodriguez-Ramos|Ismael Rodriguez Ramos|21|10|1990|-1|-1|-1|-1|Spain
855|MB60|Mi/L/Leandro-Migani|Leandro Migani|2|3|1985|-1|-1|1|-1|Argentina
856|G633|Ga/R/Rodrigo-Gabriel|Rodrigo Gabriel|-1|-1|-1|-1|-1|-1|-1|Guatemala
857|LB66|Le/C/Constant-Lestienne|Constant Lestienne|23|5|1992|-1|-1|1|-1|France
858|V403|Vi/M/Martin-Vilarrubi|Martin Vilarrubi|2|9|1984|-1|-1|-1|-1|Uruguay
859|G414|Ga/A/Adrian-Garcia|Adrian Garcia|25|5|1978|175|69|1|1998|Chile
860|G415|Go/F/Fernando-Gonzalez|Fernando González|29|7|1980|183|82|1|1999|Chile
861|N267|Ni/M/Mark-Nielsen|Mark Nielsen|8|10|1977|185|85|1|1997|New Zealand
862|N264|Na/L/Lazaro-Navarro-Batles|Lazaro Navarro Batles|28|1|1974|-1|-1|1|-1|Cuba
863|GB88|Top-Players/David-Goffin|David Goffin|7|12|1990|180|68|1|2009|Belgium
864|C896|Co/R/Ross-Connolly|Ross Connolly|19|2|1983|-1|-1|-1|-1|Great Britain
865|C895|Cu/A/Aleksandar-Cucuz|Aleksandar Cucuz|16|1|1986|-1|-1|-1|-1|Switzerland
866|R397|Top-Players/Olivier-Rochus|Olivier Rochus|18|1|1981|168|65|1|1999|Belgium
867|BE40|Be/C/Cristhian-Ignacio-Benedetti|Cristhian Ignacio Benedetti|5|5|1987|-1|-1|1|-1|Argentina
868|R393|Ru/P/Patricio-Rudi|Patricio Rudi|16|12|1977|-1|-1|1|-1|Argentina
869|L850|Li/P/Patrick-Linke|Patrick Linke|6|2|1984|-1|-1|-1|-1|Austria
870|J173|Ja/W/Walid-Jallali|Walid Jallali|30|6|1978|-1|-1|1|-1|Tunisia
871|J171|Ja/G/Gabor-Jaross|Gabor Jaross|3|2|1979|-1|-1|1|-1|Hungary
872|N336|Ne/J/James-Nelson|James Nelson|18|2|1982|-1|-1|1|-1|Great Britain
873|R399|Ra/A/Andy-Ram|Andy Ram|10|4|1980|180|83|1|1998|Israel
874|BD64|By/S/Stanislav-Bykov|Stanislav Bykov|16|8|1988|-1|-1|-1|-1|Kazakhstan
875|E778|Es/W/Walner-Espinoza|Walner Espinoza|20|6|1994|-1|-1|-1|-1|Panama
876|BD67|Bo/V/Vladislav-Bondarenko|Vladislav Bondarenko|8|3|1987|-1|-1|-1|-1|Ukraine
877|T362|To/F/Federico-Torresi|Federico Torresi|27|9|1980|-1|-1|-1|-1|Italy
878|P233|Pa/J/Jared-Palmer|Jared Palmer|2|7|1971|190|84|1|1991|United States
879|SF55|Sc/V/Victor-Schmid|Victor Schmid|4|5|1988|-1|-1|-1|-1|Germany
880|SC03|Sm/J/Jasper-Smit|Jasper Smit|17|11|1980|-1|-1|1|-1|Netherlands
881|P235|Pe/S/Stefano-Pescosolido|Stefano Pescosolido|13|6|1971|185|86|1|1989|Italy
882|G254|Ga/A/Andrea-Gaudenzi|Andrea Gaudenzi|30|7|1973|183|84|1|1990|Italy
883|V537|Va/A/Aleksander-Vasin|Aleksander Vasin|28|2|1986|-1|68|1|-1|Russian Federation
884|N462|Ni/V/Volodymyr-Nikolenko|Volodymyr Nikolenko|-1|-1|-1|-1|-1|-1|-1|Ukraine
885|G252|Go/M/Marc-Kevin-Goellner|Marc Kevin Goellner|22|9|1970|196|81|1|1991|Germany
886|N469|Na/K/Kris-Nathan|Kris Nathan|11|1|1982|180|77|1|2004|United States
887|C966|Ca/A/Alejandro-Cabrera|Alejandro Cabrera|12|2|1986|-1|-1|-1|-1|Mexico
888|C967|Co/A/Andrew-Coelho|Andrew Coelho|2|10|1987|180|66|0|-1|Australia
889|SL94|Sa/P/Pedro-Sakamoto|Pedro Sakamoto|29|6|1993|-1|-1|-1|-1|Brazil
890|SL95|Sa/R/Rodrigo-Sanchez|Rodrigo Sánchez|19|9|1991|-1|-1|-1|-1|Peru
891|J284|Jo/G/G-D-Jones|G D Jones|1|4|1986|183|72|1|-1|New Zealand
892|SL91|So/A/Abraham-Souza|Abraham Souza|25|12|1988|-1|-1|-1|-1|United States
893|C968|Cr/M/Marco-Crugnola|Marco Crugnola|24|5|1983|188|84|1|2004|Italy
894|E743|Er/T/Tal-Eros|Tal Eros|16|9|1989|-1|-1|-1|-1|Israel
895|E730|Er/O/Omar-Erramy|Omar Erramy|15|10|1988|-1|-1|-1|-1|Morocco
896|B905|Br/N/Nicolas-Bruns|Nicolas Bruns|24|4|1981|-1|-1|-1|-1|Germany
897|T968|To/G/Genki-Tomita|Genki Tomita|13|7|1988|-1|-1|1|-1|Japan
898|B909|Ba/C/Christian-Banzer|Christian Banzer|11|3|1982|-1|-1|-1|-1|Germany
899|B908|Top-Players/Johan-Brunstrom|Johan Brunström|3|4|1980|193|89|0|2005|Sweden
900|N604|Ng/N/Nicolas-Ngodrela|Nicolas Ngodrela|6|10|1984|-1|-1|-1|-1|France
901|V246|Ve/E/Ezequiel-Velez|Ezequiel Velez|1|9|1979|-1|-1|1|-1|Spain
902|V247|Vi/R/Robin-Vik|Robin Vik|5|2|1980|183|76|1|1998|Czech Republic
903|H349|Hi/M/Michael-Hill|Michael Hill|30|6|1974|188|86|1|1997|Australia
904|M774|Ma/A/Alexander-Maltsev|Alexander Maltsev|8|5|1981|-1|-1|1|-1|Uzbekistan
905|M776|Top-Players/Michal-Mertinak|Michal Mertiňák|11|10|1979|180|85|1|1999|Slovakia
906|M778|Ma/D/David-Martin|David Martin|22|2|1981|185|86|0|2003|United States
907|H346|He/A/Alejandro-Hernandez|Alejandro Hernández|1|10|1977|180|79|1|1995|Mexico
908|CF30|Ch/C/Constantin-Christ|Constantin Christ|24|1|1993|-1|-1|-1|-1|Germany
909|H344|Hu/S/Scott-Humphries|Scott Humphries|26|5|1976|185|82|1|1995|United States
910|Z198|Za/C/Caio-Zampieri|Caio Zampieri|27|5|1986|183|79|1|2005|Brazil
911|M573|Mo/L/Lior-Mor|Lior Mor|29|2|1976|175|72|1|-1|Israel
912|M570|Mi/K/Kotaro-Miyachi|Kotaro Miyachi|18|2|1974|-1|-1|1|-1|Japan
913|Z195|Zu/J/Jose-Zunino|Jose Zunino|29|1|1987|-1|-1|-1|-1|Ecuador
914|M578|Ma/J/Juan-Antonio-Marin|Juan Antonio Marín|2|3|1975|175|73|1|1996|Costa Rica
915|SN72|St/M/Mac-Styslinger|Mac Styslinger|6|9|1993|-1|-1|-1|-1|United States
916|CC84|Ch/D/Daniel-Chu|Daniel Chu|11|1|1985|-1|-1|0|-1|Canada
917|SN77|Sa/V/Vaclav-Safranek|Vaclav Safranek|20|5|1994|-1|-1|-1|-1|Czech Republic
918|K858|Kl/C/Chris-Klingemann|Chris Klingemann|24|3|1985|-1|-1|-1|-1|Canada
919|K859|Ko/B/Bryan-Koniecko|Bryan Koniecko|14|7|1987|-1|-1|-1|-1|United States
920|O278|Os/U/Ugljesa-Ostojic|Ugljesa Ostojic|-1|-1|-1|-1|-1|-1|-1|Bosnia and Herzegovina
921|MO41|Ma/R/Rafael-Matos-MO41|Rafael Matos MO41|6|1|1996|-1|-1|-1|-1|Brazil
922|F580|Fi/M/Martin-Fischer|Martin Fischer|21|7|1986|180|71|1|2005|Austria
923|F586|Fa/T/Thomas-Fabbiano|Thomas Fabbiano|26|5|1989|173|70|1|2005|Italy
924|N112|No/S/Sandor-Noszaly|Sándor Noszály|16|3|1972|193|91|1|-1|Hungary
925|Z225|Zh/Z/Zhuo-Qing-Zhou|Zhuo Qing Zhou|12|1|1989|-1|-1|-1|-1|China
926|Z223|Zi/J/Jean-Zietsman|Jean Zietsman|4|8|1987|-1|-1|-1|-1|Germany
927|SB71|Su/T/Tomer-Suissa|Tomer Swisa|27|5|1982|-1|-1|-1|-1|Israel
928|B837|Top-Players/Marcos-Baghdatis|Marcos Baghdatis|17|6|1985|178|82|1|2003|Cyprus
929|R771|Ro/M/Mohcine-Roudami|Mohcine Roudami|4|5|1986|-1|-1|-1|-1|Morocco
930|R772|Top-Players/Albert-Ramos-Vinolas|Albert Ramos|17|1|1988|188|80|0|2007|Spain
931|R773|Ru/J/Jonathan-Russo|Jonathan Russo|-1|-1|-1|-1|-1|-1|-1|United States
932|T897|Th/D/David-Thurner|David Thurner|12|1|1990|-1|-1|-1|-1|Germany
933|N289|Top-Players/Jarkko-Nieminen|Jarkko Nieminen|23|7|1981|185|78|0|2000|Finland
934|SB78|Sa/S/Sebastian-Salas|Sebastian Salas|13|3|1985|-1|-1|-1|-1|Mexico
935|SB79|Sa/A/Andre-Santos|André Santos|16|11|1982|-1|-1|-1|-1|Brazil
936|SD74|Sc/T/Tobias-Scheil|Tobias Scheil|-1|-1|-1|-1|-1|-1|-1|Germany
937|SD75|Sh/A/Ashkan-Shokoofi|Ashkan Shokoofi|9|7|1981|-1|-1|-1|-1|Iran, Islamic Republic of
938|SJ52|Sc/M/Michal-Schmid|Michal Schmid|28|11|1988|-1|-1|-1|-1|Czech Republic
939|SD77|Sc/S/Sebastian-Schulz|Sebastian Schulz|-1|-1|-1|-1|-1|-1|-1|Germany
940|SJ55|Sm/J/John-Patrick-Smith|John Patrick Smith|24|1|1989|188|84|0|2012|Australia
941|T786|Top-Players/Jo-Wilfried-Tsonga|Jo-Wilfried Tsonga|17|4|1985|188|91|1|2004|France
942|SD78|Si/A/Alexandre-Sidorenko|Alexandre Sidorenko|18|2|1988|-1|-1|1|-1|France
943|CG04|Ca/P/Pedro-Cachin|Pedro Cachin|12|4|1995|-1|-1|1|-1|Argentina
944|E629|Eb/C/Colin-Ebelthite|Colin Ebelthite|27|11|1984|-1|-1|1|-1|Australia
945|W636|Wa/R/Ruikai-Wang|Ruikai Wang|6|8|1992|-1|-1|-1|-1|China
946|G323|Go/E/Eric-Gomes|Eric Gomes|8|10|1984|-1|-1|1|-1|Brazil
947|KA31|Ku/A/Andrej-Kurtis|Andrej Kurtis|21|3|1987|-1|-1|1|-1|Slovakia
948|AB40|Al/A/Albert-Alcaraz-Ivorra|Albert Alcaraz Ivorra|15|5|1995|-1|-1|1|-1|Spain
949|K929|Ka/S/Salif-Kante|Salif Kante|20|11|1988|-1|-1|-1|-1|Senegal
950|K922|Ka/R/Roy-Kalmanovich|Roy Kalmanovich|5|7|1989|-1|-1|-1|-1|United States
951|K923|Ku/J/Julian-Kurz|Julian Kurz|12|3|1988|-1|-1|-1|-1|Germany
952|K926|Top-Players/Mikhail-Kukushkin|Mikhail Kukushkin|26|12|1987|183|72|1|-1|Kazakhstan
953|E197|Es/I/Ivan-Esquerdo|Ivan Esquerdo|27|2|1982|-1|-1|-1|-1|Spain
954|L681|Li/J/Jing-Yi-Li|Jing Yi Li|21|7|1980|-1|-1|-1|-1|China
955|SB15|Sa/P/Pablo-Santos|Pablo Santos|15|6|1984|183|83|1|2002|Spain
956|R606|Ra/I/Igor-Racic|Igor Racic|7|2|1983|-1|-1|-1|-1|Bosnia and Herzegovina
957|R607|Ro/B/Bruno-Rosa|Bruno Rosa|14|2|1986|-1|-1|-1|-1|Brazil
958|R601|Ra/M/Max-Raditschnigg|Max Raditschnigg|6|5|1983|-1|-1|-1|-1|Austria
959|ME89|Ma/I/Illya-Marchenko|Illya Marchenko|8|9|1987|185|78|1|-1|Ukraine
960|ME86|Me/P/Pierre-Metenier|Pierre Metenier|15|10|1983|-1|-1|-1|-1|France
961|Z096|Zh/B/Ben-Qiang-Zhu|Ben Qiang Zhu|13|3|1979|-1|-1|1|-1|China
962|ME82|Ma/A/Adrian-Mannarino|Adrian Mannarino|29|6|1988|183|69|0|2005|France
963|R609|Ri/C/Claudio-Rizzo|Claudio Rizzo|23|1|1984|-1|-1|-1|-1|Italy
964|M829|Ma/L/Luis-Fernando-Manrique|Luis Fernando Manrique|-1|-1|-1|-1|-1|-1|-1|Ecuador
965|CA46|Cr/J/Joshua-Crowe|Joshua Crowe|28|7|1988|-1|-1|-1|-1|Australia
966|BF98|Be/A/Alessandro-Bega|Alessandro Bega|11|1|1991|-1|-1|-1|-1|Italy
967|M820|Ma/A/Alan-Mackin|Alan Mackin|11|8|1981|183|79|1|1997|Great Britain
968|M824|Top-Players/Albert-Montanes|Albert Montañés|26|11|1980|175|70|1|1999|Spain
969|MC42|Ma/A/Aleksandar-Maric|Aleks Marić|23|5|1984|-1|-1|-1|-1|Bosnia and Herzegovina
970|ME64|My/S/Saketh-Myneni|Saketh Myneni|19|10|1987|-1|-1|-1|-1|India
971|D868|Di/C/Christopher-Diaz-Figueroa|Christopher Díaz Figueroa|14|3|1990|-1|-1|-1|-1|Guatemala
972|F324|Top-Players/Roger-Federer|Roger Federer|8|8|1981|185|85|1|1998|Switzerland
973|F323|Fi/S/Sebastian-Fitz|Sebastian Fitz|12|8|1979|-1|-1|1|-1|Germany
974|F321|Fu/P/Pablo-Fuente|Pablo Fuente|3|2|1977|-1|-1|1|-1|Argentina
975|F320|Fr/C/Cary-Franklin|Cary Franklin|23|9|1977|-1|-1|0|2000|United States
976|PC32|Pa/V/Vitaley-Pavlov|Vitaley Pavlov|-1|-1|-1|-1|-1|-1|-1|Kazakhstan
977|PC33|Pa/N/Neil-Pauffley|Neil Pauffley|29|3|1990|-1|-1|-1|-1|Great Britain
978|HB13|Ho/C/Chih-Jen-Ho|Chih Jen Ho|18|3|1994|-1|-1|-1|-1|CHINESE TAIPEI ( TAIWAN )
979|D861|Dy/G/Graeme-Dyce|Graeme Dyce|24|7|1989|-1|-1|1|-1|Great Britain
980|PC37|Pe/G/Goncalo-Pereira|Goncalo Pereira|6|9|1984|-1|-1|-1|-1|Portugal
981|F329|Sy/F/Fazaluddin-Syed|Fazaluddin Syed|18|10|1974|-1|-1|1|1998|India
982|HB16|Hu/H/Hao-Yang-Hu|Hao Yang Hu|7|11|1991|-1|-1|-1|-1|CHINESE TAIPEI ( TAIWAN )
983|SR77|Si/R/Rogelio-Siller|Rogelio Siller|11|7|1995|-1|-1|1|-1|Mexico
984|SI06|Sa/A/Antonio-Sancic|Antonio Šančić|23|11|1988|-1|-1|-1|-1|Croatia
985|SR71|Sh/V/Vitalii-Shcherba|Vitalii Shcherba|24|3|1997|-1|-1|-1|-1|Ukraine
986|SR78|Sa/T/Takashi-Saito|Takashi Saito|23|2|1995|-1|-1|1|-1|Japan
987|SR79|Sc/R/Ronnie-Schneider|Ronnie Schneider|27|9|1994|-1|-1|-1|-1|United States
988|L599|Li/A/Alexandre-Lichtchenko-L599|Alexandre Lichtchenko L599|6|4|1983|-1|-1|-1|-1|Russian Federation
989|D469|De/N/Nicolas-Devilder|Nicolas Devilder|25|3|1980|173|65|0|2000|France
990|D467|De/A/Andrew-Derer|Andrew Derer|25|9|1980|-1|-1|-1|-1|Australia
991|D465|Dm/K/Kostyantyn-Dmytrenko|Kostyantyn Dmytrenko|-1|-1|-1|-1|-1|-1|-1|Ukraine
992|L596|Lo/K/Komlavi-Loglo|Komlavi Loglo|30|12|1984|183|83|1|2003|Togo
993|D463|Du/B/Baptiste-Dupuy|Baptiste Dupuy|16|1|1981|-1|-1|-1|-1|France
994|M915|Mu/D/Daniel-Munoz-De-La-Nava|Daniel Muñoz de la Nava|29|1|1982|178|75|0|1999|Spain
995|M917|Ma/M/Mohamed-Mamoun|Mohamed Mamoun|15|10|1981|-1|-1|-1|-1|Egypt
996|W035|Wo/M/Mark-Woodforde|Mark Woodforde|23|9|1965|188|88|0|1984|Australia
997|PD29|Pa/C/Cory-Parr|Cory Parr|2|11|1987|-1|-1|0|-1|United States
998|S672|Su/T/Teo-Susnjak|Teo Susnjak|23|7|1977|-1|-1|1|-1|New Zealand
999|S673|Si/J/Joseph-Sirianni|Joseph Sirianni|17|1|1975|175|75|1|1996|Australia
1000|S670|Sa/T/Toshiaki-Sakai|Toshiaki Sakai|9|4|1974|175|76|0|2002|Japan
1001|MF91|Ma/A/Almog-Mashiach|Almog Mashiach|18|5|1987|-1|-1|-1|-1|Israel
1002|S676|Se/O/Oscar-Serrano|Óscar Serrano|25|5|1978|173|75|1|1996|Spain
1003|S677|Sa/D/David-Sanchez|David Sánchez|20|4|1978|183|76|1|1997|Spain
1004|S674|Sh/A/Alexander-Shvec|Alexander Shvec|29|6|1972|-1|-1|1|-1|Belarus
1005|MF95|Ma/R/Ryusei-Makiguchi|Ryusei Makiguchi|3|5|1991|-1|-1|-1|-1|Japan
1006|PB06|Pe/T/Tonci-Peric|Tonci Peric|-1|-1|-1|-1|-1|-1|-1|Croatia
1007|Y119|Yc/J/Jose-Ycaza|Jose Ycaza|-1|-1|-1|-1|-1|-1|-1|Ecuador
1008|HA07|He/A/Andres-Herrera|Andres Herrera|22|1|1991|-1|-1|-1|-1|Colombia
1009|D487|Top-Players/Lukas-Dlouhy|Lukáš Dlouhý|9|4|1983|185|88|1|2001|Czech Republic
1010|D481|Di/E/Ernest-Diaz|Ernest Diaz|24|7|1981|-1|-1|-1|-1|Andorra
1011|HA03|Hu/L/Liang-Chi-Huang|Liang Chi Huang|8|3|1992|-1|-1|-1|-1|CHINESE TAIPEI ( TAIWAN )
1012|PB01|Pa/C/Carlos-Palencia|Carlos Palencia|22|8|1981|-1|-1|-1|-1|Mexico
1013|W360|Wi/B/Brian-Wilson|Brian Wilson|23|5|1982|190|85|1|2004|United States
1014|W361|Wa/S/Sam-Warburg|Sam Warburg|29|4|1983|190|85|1|2005|United States
1015|W362|Wo/L/Lukasz-Wodnicki|Lukasz Wodnicki|14|4|1983|-1|-1|-1|-1|Poland
1016|O230|Oc/G/Guilherme-Ochiai|Guilherme Ochiai|7|5|1981|-1|-1|-1|-1|Brazil
1017|W365|Wi/D/Daniel-Willman|Daniel Willman|18|3|1975|-1|-1|-1|-1|New Zealand
1018|W367|Top-Players/Stan-Wawrinka|Stan Wawrinka|28|3|1985|183|81|1|2002|Switzerland
1019|TC10|Ts/P/Pavel-Tsoy-TC10|Pavel Tsoy TC10|19|9|1995|-1|-1|1|-1|Uzbekistan
1020|TC11|Te/M/Marko-Tepavac|Marko Tepavac|5|4|1994|-1|-1|1|-1|Serbia
1021|B653|Ba/E/Emilio-Daniel-Baez-Britez|Emilio Daniel Baez Britez|28|5|1978|-1|-1|1|-1|Paraguay
1022|TC19|Te/M/Marcelo-Tebet-Filho|Marcelo Tebet Filho|23|2|1996|-1|-1|-1|-1|Brazil
1023|O294|Oc/M/Miroslav-Ocadlik|Miroslav Ocadlik|-1|-1|-1|-1|-1|-1|-1|Czech Republic
1024|B656|Be/J/Jean-Francois-Berard|Jean Francois Berard|4|9|1974|-1|-1|1|-1|Canada
1025|B655|Be/E/Eduardo-Bergmann|Eduardo Bergmann|17|4|1980|-1|-1|1|-1|Brazil
1026|K702|Kr/B/Ben-Kronk|Ben Kronk|8|3|1983|-1|-1|-1|-1|United States
1027|S585|Sz/J/Jimy-Szymanski|Jimy Szymanski|15|9|1975|175|77|1|1994|Venezuela
1028|K705|Ka/V/Valentine-Kassatkine|Valentine Kassatkine|29|11|1985|-1|-1|-1|-1|Russian Federation
1029|BI21|Bo/B/Bar-Tzuf-Botzer|Bar Tzuf Botzer|2|3|1994|-1|-1|1|-1|Israel
1030|BI23|Br/L/Liam-Broady|Liam Broady|4|1|1994|-1|-1|-1|-1|Great Britain
1031|L660|Lu/H/Hao-Lu|Hao Lu|30|1|1984|-1|-1|1|-1|China
1032|MG63|Mi/D/Dragos-Cristian-Mirtea|Dragos Cristian Mirtea|10|9|1989|-1|-1|-1|-1|Romania
1033|K602|Kr/J/Jiri-Krkoska|Jiri Krkoska|2|3|1984|-1|-1|-1|-1|Czech Republic
1034|O346|Oc/L/Luka-Ocvirk|Luka Ocvirk|10|1|1987|-1|-1|1|-1|Slovenia
1035|S483|So/P/Pedro-Sousa|Pedro Sousa|27|5|1988|180|68|1|2007|Portugal
1036|Y171|Ye/D/Denis-Yevseyev|Denis Yevseyev|22|5|1993|-1|-1|-1|-1|Kazakhstan
1037|C938|Ce/D/Dawid-Celt|Dawid Celt|29|11|1985|-1|-1|-1|-1|Poland
1038|H804|Top-Players/Andreas-Haider-Maurer|Andreas Haider Maurer|22|3|1987|190|89|1|2005|Austria
1039|O127|Og/O/Oleg-Ogorodov|Oleg Ogorodov|16|7|1972|193|87|1|1995|Uzbekistan
1040|BC20|Bu/G/Guillermo-Bujniewicz|Guillermo Bujniewicz|26|2|1986|-1|-1|-1|-1|Argentina
1041|RA68|Re/D/Dmitry-Resnyanskiy|Dmitry Resnyanskiy|5|6|1990|-1|-1|-1|-1|Kazakhstan
1042|L900|Le/J/James-Lemke|James Lemke|25|1|1988|-1|-1|1|-1|Australia
1043|T991|To/J/Juan-Pedro-Torres|Juan Pedro Torres|27|5|1989|-1|-1|-1|-1|Peru
1044|A656|Al/G/Guillermo-Alcaide|Guillermo Alcaide|27|5|1986|188|77|1|0|Spain
1045|H809|Hu/A/Adam-Hubble|Adam Hubble|25|3|1986|-1|-1|-1|-1|Australia
1046|MH30|Mi/J/John-Millman|John Millman|14|6|1989|183|-1|1|2006|Australia
1047|W569|We/S/Soren-Wedege|Soren Wedege|7|9|1989|-1|-1|-1|-1|Denmark
1048|C629|Ca/V/Valerio-Carrese|Valerio Carrese|9|2|1984|-1|-1|1|-1|Italy
1049|I063|Iw/T/Tasuku-Iwami|Tasuku Iwami|9|7|1978|168|-1|0|1996|Japan
1050|I062|Is/Y/Yaoki-Ishii|Yaoki Ishii|29|4|1977|-1|-1|1|-1|Japan
1051|PA16|Pu/M/Martin-Pucalka|Martin Pucalka|-1|-1|-1|-1|-1|-1|-1|Czech Republic
1052|K443|Ka/J/Jun-Kato|Jun Kato|25|10|1980|173|66|1|1998|Japan
1053|PA15|Pa/J/Juho-Paukku|Juho Paukku|19|7|1986|-1|-1|-1|-1|Finland
1054|I069|Iv/K/Kirill-Ivanov-Smolensky|Kirill Ivanov Smolensky|19|2|1981|-1|-1|1|1998|Russian Federation
1055|K448|Ke/R/Robert-Kendrick|Robert Kendrick|15|11|1979|190|86|1|2000|United States
1056|C627|Ch/L/Lee-Childs|Lee Childs|11|6|1982|-1|79|1|-1|Great Britain
1057|ME07|Ma/P/Petr-Masek|Petr Masek|-1|-1|-1|-1|-1|-1|-1|Czech Republic
1058|TB26|Tu/A/Alexey-Tumakov|Alexey Tumakov|12|4|1994|-1|-1|-1|-1|Russian Federation
1059|S675|Sr/P/Paradorn-Srichaphan|Paradorn Srichaphan|14|6|1979|185|82|1|1997|Thailand
1060|D716|Da/J/Jeff-Dadamo|Jeff Dadamo|17|7|1989|-1|-1|-1|-1|United States
1061|D519|Da/V/Vadim-Davletshin|Vadim Davletshin|7|10|1984|-1|-1|-1|-1|Russian Federation
1062|D712|De/R/Renan-Delsin|Renan Delsin|-1|-1|-1|-1|-1|-1|-1|Brazil
1063|RE44|Ru/A/Andrey-Rublev|Andrei Rublev|20|10|1997|-1|-1|-1|-1|Russian Federation
1064|F433|Fe/F/Franco-Ferreiro|Franco Ferreiro|1|7|1984|188|82|1|2002|Brazil
1065|U134|Uc/Y/Yasutaka-Uchiyama|Yasutaka Uchiyama|5|8|1992|-1|-1|1|-1|Japan
1066|U133|Ur/M/Mike-Urbanija|Mike Urbanija|26|12|1989|-1|-1|1|-1|Slovenia
1067|V646|Va/E/Esteban-Vargas|Esteban Vargas|3|11|1988|-1|-1|-1|-1|Costa Rica
1068|F432|Fl/A/Alexander-Flock|Alexander Flock|15|5|1983|190|80|1|2001|Germany
1069|BI81|Bo/A/Alex-Bolt|Alex Bolt|5|1|1993|-1|-1|0|-1|Australia
1070|BD91|Be/D/Denis-Bejtulahi|Denis Bejtulahi|1|6|1987|-1|-1|1|-1|Serbia
1071|B978|Bu/T/Tom-Burn|Tom Burn|30|7|1985|-1|-1|1|-1|Great Britain
1072|MI08|Ma/J/Javier-Marti|Javier Martí|11|1|1992|-1|-1|1|-1|Spain
1073|MI09|Mc/B/Brendan-Mckenzie|Brendan Mckenzie|10|6|1990|-1|-1|1|-1|Australia
1074|H587|Ha/M/Masato-Hatanaka|Masato Hatanaka|7|9|1981|-1|-1|-1|-1|Japan
1075|C713|Ch/R/Ricardo-Chile-Fonte|Ricardo Chile Fonte|7|1|1982|-1|-1|-1|-1|Cuba
1076|BB58|Be/J/Jerome-Becker|Jerome Becker|22|6|1985|-1|-1|-1|-1|Germany
1077|KB54|Ku/A/Andrey-Kuznetsov|Andrei Kuznetsov|22|2|1991|185|71|1|2008|Russian Federation
1078|MI01|Mo/H/Hiroki-Moriya|Hiroki Moriya|16|10|1990|165|65|1|-1|Japan
1079|C719|Co/J/James-Collieson|James Collieson|22|3|1977|-1|-1|-1|-1|Bermuda
1080|E159|El/M/Mounir-El-Aarej|Mounir El Aarej|16|6|1977|-1|-1|1|-1|Morocco
1081|DB49|Do/A/Andre-Dome|Andre Dome|13|8|1990|-1|-1|-1|-1|United States
1082|DB44|Dj/D/Djordje-Djokovic|Djordje Djokovic|17|7|1995|-1|-1|-1|-1|Serbia
1083|H335|Ha/J/Jerome-Hanquez|Jerome Hanquez|11|3|1974|185|70|1|1994|France
1084|MA10|Mi/M/Marcel-Ioan-Miron|Marcel Ioan Miron|6|4|1982|-1|-1|-1|-1|Romania
1085|BI79|Bi/T/Thiago-Augusto-Bitencourt-Pinheiro|Thiago Augusto Bitencourt Pinheiro|4|6|1993|-1|-1|-1|-1|Brazil
1086|BK05|Ba/L/Luke-Bambridge|Luke Bambridge|21|1|1995|-1|-1|1|-1|Great Britain
1087|TA30|Te/T/Tomislav-Ternar|Tomislav Ternar|16|9|1990|-1|-1|-1|-1|Slovenia
1088|A502|Ar/J/Juan-Martin-Aranguren|Juan Martin Aranguren|7|10|1983|-1|-1|1|0|Argentina
1089|P688|Pe/M/Marc-Pexa|Marc Pexa|7|4|1983|-1|-1|-1|-1|Germany
1090|F867|Fi/N/Brandon-T-Fickey|Brandon T Fickey|7|1|1993|-1|-1|-1|-1|United States
1091|P994|Pa/J/James-Pade|James Pade|-1|-1|-1|-1|-1|-1|-1|United States
1092|W255|Wo/R/Ryan-Wolters|Ryan Wolters|1|2|1977|180|76|1|-1|United States
1093|H596|He/R/Ryan-Henry|Ryan Henry|14|10|1984|183|76|1|2002|Australia
