ID|Code|IDPlayer|RealName|DayBirth|MonthBirth|YearBirth|Height|Weight|RightHanded|TurnedPro|Country
257|D438|De/A/Amer-Delic|Amer Delić|30|6|1982|196|93|1|2003|Bosnia and Herzegovina
258|V164|Va/T/Taso-Vasiliadis|Taso Vasiliadis|16|2|1974|-1|-1|1|-1|Greece
259|MA36|Mo/G/Gabriel-Moraru|Gabriel Moraru|28|1|1982|180|72|1|2001|Romania
260|S331|St/J/Jason-Stoltenberg|Jason Stoltenberg|4|4|1970|185|80|1|1987|Australia
261|L784|La/D/Dennis-Lajola|Dennis Lajola|12|2|1989|-1|-1|-1|-1|United States
262|MF45|Ma/K/Koki-Matsunaga|Koki Matsunaga|3|9|1984|-1|-1|-1|-1|Japan
263|L781|Le/C/Chris-Letcher|Chris Letcher|11|5|1985|-1|-1|-1|-1|Australia
264|MA30|Top-Players/Gilles-Muller|Gilles Müller|9|5|1983|193|92|0|2001|Luxembourg
265|F284|Fo/A/Arnaud-Fontaine|Arnaud Fontaine|17|5|1977|-1|-1|1|-1|Belgium
266|O220|Op/D/Donny-Opici|Donny Opici|29|3|1979|-1|-1|-1|-1|United States
267|R805|Ri/S/Sebastian-Rivera|Sebastian Rivera|18|9|1986|-1|-1|-1|-1|Ecuador
268|PD78|Pe/S/Stefan-Perez-Senent|Stefan Perez Senent|14|10|1990|-1|-1|-1|-1|Spain
269|F282|Fu/D/Damian-Furmanski|Damian Furmanski|5|10|1975|-1|-1|1|-1|Argentina
270|MA38|Me/J/Jan-Mertl|Jan Mertl|3|1|1982|190|82|1|2002|Czech Republic
271|H924|He/P/Patricio-Heras|Patricio Heras|21|1|1989|-1|-1|-1|-1|Argentina
272|W445|We/E/Enrico-Wellenfeld|Enrico Wellenfeld|20|8|1983|-1|-1|-1|-1|Italy
273|W449|We/A/Andreas-Weber-W449|Andreas Weber W449|17|6|1986|-1|-1|-1|-1|Germany
274|H928|Hi/D/Diego-Hidalgo|Diego Hidalgo|18|4|1993|-1|-1|-1|-1|Ecuador
275|N250|No/M/Magnus-Norman|Magnus Norman|30|5|1976|188|90|1|1995|Sweden
276|PB59|Pr/R/Ryan-Preston|Ryan Preston|23|8|1985|-1|-1|-1|-1|United States
277|SK48|Si/C/Caio-Silva|Caio Silva|15|10|1991|-1|-1|-1|-1|Brazil
278|M038|Ma/G/Gene-Mayer|Gene Mayer|11|4|1956|183|68|1|-1|United States
279|HA33|He/P/Peter-Heller|Peter Heller|12|8|1992|-1|-1|1|-1|Germany
280|BI13|Be/L/Leif-Berger|Leif Berger|26|5|1993|-1|-1|-1|-1|Germany
281|N707|Na/N/Naoki-Nakagawa|Naoki Nakagawa|19|11|1996|-1|-1|-1|-1|Japan
282|BI17|Bu/P/Phassawit-Burapharitta|Phassawit Burapharitta|24|12|1992|-1|-1|-1|-1|Thailand
283|O315|Oh/K/Kai-Ohuchi|Kai Ohuchi|12|6|1979|-1|-1|-1|-1|Japan
284|PF50|Pa/T/Tomas-Papik|Tomas Papik|13|4|1994|-1|-1|-1|-1|Czech Republic
285|DA67|Do/M/Matteo-Donati|Matteo Donati|28|2|1995|188|73|1|-1|Italy
286|PF52|Pa/S/Sebastian-Padure|Sebastian Padure|24|9|1992|-1|-1|-1|-1|Romania
287|L439|La/I/Irakli-Labadze|Irakli Labadze|9|6|1981|188|85|0|1998|Georgia
288|O310|Oz/R/Raphael-Ozelli|Raphael Ozelli|25|11|1980|-1|-1|-1|-1|Germany
289|Y180|Ya/B/Barkin-Yalcinkale|Barkin Yalcinkale|25|6|1991|-1|-1|-1|-1|Turkey
290|L430|La/G/Giovanni-Lapentti|Giovanni Lapentti|25|1|1983|193|91|1|2002|Ecuador
291|L432|Le/M/Minh-Le|Minh Le|2|11|1976|-1|-1|1|-1|United States
292|RA54|Ro/R/Rafael-Rondino|Rafael Rondino|18|12|1991|-1|-1|-1|-1|Brazil
293|P508|Dy/N/Nickolai-Dyachok|Nickolai Dyachok|4|12|1982|-1|-1|-1|-1|Ukraine
294|MH61|Ma/Y/Ya-Nan-Ma|Ya Nan Ma|6|6|1990|-1|-1|-1|-1|China
295|RA51|Ro/B/Blaz-Rola|Blaž Rola|5|10|1990|193|79|0|-1|Slovenia
296|RA52|Ra/F/Franjo-Raspudic|Franjo Raspudic|15|11|1990|-1|-1|-1|-1|Croatia
297|BK30|Ba/M/Manuel-Barros-BK30|Manuel Barros BK30|19|5|1994|-1|-1|1|-1|Argentina
298|BK32|Be/T/Thibaud-Berland|Thibaud Berland|21|6|1993|-1|-1|-1|-1|France
299|AA39|At/K/Korhan-Ural-Ates|Korhan Ural Ates|10|1|1993|-1|-1|-1|-1|Turkey
300|P506|Pe/M/Marco-Pedrini|Marco Pedrini|19|4|1983|-1|-1|-1|-1|Italy
301|C611|Cl/T/Tobias-Clemens|Tobias Clemens|14|8|1979|185|78|1|2005|Germany
302|C613|Ca/G/Guillermo-Carry|Guillermo Carry|15|1|1981|-1|-1|-1|-1|Argentina
303|G429|Gu/N/Nicolas-Guillaume|Nicolas Guillaume|13|9|1974|-1|-1|1|-1|France
304|C616|Ca/R/Ronaldo-Carvalho|Ronaldo Carvalho|28|2|1979|-1|-1|-1|-1|Brazil
305|HB35|Ha/M/Maxime-Hamou|Maxime Hamou|8|6|1995|-1|-1|-1|-1|France
306|O174|On/J/Justin-Oneal|Justin Oneal|24|10|1977|-1|-1|1|1999|United States
307|G428|Go/I/Ignacio-Gonzalez-King|Ignacio González King|23|3|1980|175|78|1|1999|Argentina
308|O171|Ol/G/Graydon-Oliver|Graydon Oliver|15|6|1978|193|92|1|2002|United States
309|L428|Top-Players/Michael-Llodra|Michaël Llodra|18|5|1980|190|80|0|1999|France
310|L336|Le/H/Harel-Levy|Harel Levy|5|8|1978|185|82|1|1995|Israel
311|L429|La/J/Justin-Layne|Justin Layne|19|9|1978|-1|-1|1|-1|Great Britain
312|A323|Ab/G/Geoff-Abrams|Geoff Abrams|10|5|1978|-1|-1|1|0|United States
313|I052|Il/A/Andrew-Ilie|Andrew Ilie|18|4|1976|180|78|1|1994|Australia
314|DC22|Do/P/Pedro-Dominguez-Alonso|Pedro Dominguez Alonso|17|2|1996|-1|-1|1|-1|Spain
315|I054|Iw/S/Satoshi-Iwabuchi|Satoshi Iwabuchi|7|10|1975|175|73|0|-1|Japan
316|O483|Oc/C/Christopher-Oconnell|Christopher Oconnell|3|6|1994|-1|-1|-1|-1|Australia
317|V184|Vu/B/Bojan-Vujic|Bojan Vujic|6|6|1974|-1|-1|1|-1|Bosnia and Herzegovina
318|LA54|Le/W/Wilson-Leite|Wilson Leite|6|11|1991|178|78|1|2008|Brazil
319|MK92|Me/A/Augusto-Meirelles|Augusto Meirelles|25|10|1991|-1|-1|1|-1|Brazil
320|P477|Pe/M/Mirko-Pehar|Mirko Pehar|5|8|1980|-1|-1|1|-1|United States
321|P471|Pi/F/Francesco-Piccari|Francesco Piccari|7|9|1979|-1|-1|1|-1|Italy
322|P470|Pa/T/Travis-Parrott|Travis Parrott|16|8|1980|185|79|1|2003|United States
323|BA30|Bo/M/Mauro-Bosio|Mauro Bosio|11|3|1982|-1|-1|-1|-1|Italy
324|H653|He/J/Javier-Herrera-Eguiluz|Javier Herrera Eguiluz|19|4|1984|-1|-1|-1|-1|Mexico
325|J148|Jo/F/Fredrik-Jonsson|Fredrik Jonsson|28|3|1977|193|82|1|1996|Sweden
326|P479|Pr/G/Giorgio-Prouse|Giorgio Prouse|30|7|1973|-1|-1|1|-1|Italy
327|BA38|Bu/N/Niklas-Bucht|Niklas Bucht|-1|-1|-1|-1|-1|-1|-1|Finland
328|BA39|Bo/Z/Zachariah-Borges|Zachariah Borges|22|1|1985|-1|-1|-1|-1|Brazil
329|G294|Gi/F/Fredrik-Giers|Fredrik Giers|13|5|1973|-1|-1|1|-1|Sweden
330|Z326|Za/D/Daniyal-Zagidullin|Daniyal Zagidullin|31|12|1992|-1|-1|-1|-1|Russian Federation
331|G297|Gr/O/Oliver-Gross|Oliver Gross|17|6|1973|185|77|1|1993|Germany
332|A861|Ar/D/Danila-Arsenov|Danila Arsenov|9|6|1989|183|70|1|0|Russian Federation
333|S809|Sc/Y/Yuri-Schukin|Yuri Schukin|26|6|1979|185|88|1|1999|Kazakhstan
334|B543|Ba/S/Seung-Bok-Baek|Seung Bok Baek|20|1|1974|-1|-1|1|-1|Korea, Republic of
335|SO47|Sh/J/Justin-S-Shane|Justin S Shane|6|3|1992|-1|-1|-1|-1|United States
336|G108|Gi/R/Rodolphe-Gilbert|Rodolphe Gilbert|12|12|1968|183|73|0|1988|France
337|S806|Sa/A/Aviram-Salomon|Aviram Salomon|20|9|1979|-1|-1|1|-1|Israel
338|C723|Ci/F/Flavio-Cipolla|Flavio Cipolla|20|10|1983|173|74|1|2003|Italy
339|K581|Ku/I/Ilia-Kushev|Ilia Kushev|13|12|1980|-1|-1|-1|-1|Bulgaria
340|K585|Ka/D/Dusan-Karol|Dusan Karol|19|5|1983|-1|-1|-1|-1|Czech Republic
341|K586|Kn/P/Patrick-Knobloch|Patrick Knobloch|20|5|1981|-1|-1|-1|-1|Germany
342|MB93|Ma/R/Rong-Ma|Rong Ma|-1|-1|-1|-1|-1|-1|-1|China
343|R883|Ro/R/Robin-Roshardt|Robin Roshardt|22|2|1988|-1|-1|1|-1|Switzerland
344|N409|Top-Players/Rafael-Nadal|Rafael Nadal|3|6|1986|185|85|0|2001|Spain
345|V510|Va/K/Kaes-M-Vant-Hof|Kaes M Vant Hof|1|8|1986|185|84|0|-1|United States
346|R224|Ru/M/Maurice-Ruah|Maurice Ruah|19|2|1971|178|69|1|1989|Venezuela
347|V513|Ve/J/Jose-Roberto-Velasco|Jose Roberto Velasco|7|3|1989|-1|-1|-1|-1|Bolivia
348|V514|Vi/C/Charles-Robert-Viale|Charles Robert Viale|15|2|1984|-1|-1|-1|-1|France
349|G725|Top-Players/Santiago-Giraldo|Santiago Giraldo|27|11|1987|188|75|1|2004|Colombia
350|G726|Ge/P/Paul-Gerbaud|Paul Gerbaud|21|1|1984|-1|-1|-1|-1|Andorra
351|SA68|Sl/A/Aleksander-Slovic|Aleksander Slovic|7|2|1982|-1|-1|0|-1|Serbia
352|L949|La/H/Henri-Laaksonen|Henri Laaksonen|31|3|1992|185|80|1|-1|Switzerland
353|BK43|Bo/E/Enrique-Bogo|Enrique Bogo|-1|-1|-1|-1|-1|-1|-1|Brazil
354|E113|En/T/Thomas-Enqvist|Thomas Enqvist|13|3|1974|190|88|1|1991|Sweden
355|H686|Ho/F/Frederic-Hoarau|Frederic Hoarau|-1|-1|-1|-1|-1|-1|-1|France
356|V682|Va/L/Lennert-Van-Der-Linden|Lennert Van Der Linden|29|7|1989|-1|-1|-1|-1|Netherlands
357|A260|Ae/T/Timothy-Aerts|Timothy Aerts|14|9|1976|-1|-1|1|0|Belgium
358|L941|Li/M/Michael-Linzer|Michael Linzer|2|11|1989|183|76|1|-1|Austria
359|A264|Ar/E/Enzo-Artoni|Enzo Artoni|27|1|1976|-1|-1|1|0|Italy
360|B541|Br/I/Ivo-Bratanov|Ivo Bratanov|7|3|1978|-1|-1|1|-1|Bulgaria
361|H788|Top-Players/Treat-Huey|Treat Conrad Huey|28|8|1985|178|82|0|2008|Philippines
362|I229|In/J/Jerome-Inzerillo|Jérôme Inzerillo|15|2|1990|-1|-1|1|-1|France
363|MH78|Mo/S/Sergio-Monges|Sergio Monges|7|5|1992|-1|-1|-1|-1|Peru
364|C439|Cr/M/Marcello-Craca|Marcello Craca|27|10|1974|180|76|1|1995|Germany
365|K296|Kr/J/Jan-Kroslak|Ján Krošlák|17|10|1974|188|77|1|1993|Slovakia
366|DA02|Du/M/Maxim-Dubarenco|Maxim Dubarenco|24|6|1993|-1|-1|-1|-1|Moldova, Republic of
367|K290|Ko/B/Bobby-Kokavec|Bobby Kokavec|17|5|1976|190|85|1|-1|Canada
368|LB07|La/G/Gonzalo-Lama|Gonzalo Lama|27|4|1993|-1|-1|-1|-1|Chile
369|K292|Ki/N/Nitten-Kirrtane|Nitten Kirrtane|4|3|1974|-1|-1|1|-1|India
370|K293|Ku/G/Gustavo-Kuerten|Gustavo Kuerten|10|9|1976|190|83|1|1995|Brazil
371|L899|Le/F/Filippo-Leonardi|Filippo Leonardi|22|12|1987|-1|-1|-1|-1|Italy
372|V175|Vi/C/Christian-Vinck|Christian Vinck|3|9|1975|183|75|0|1993|Germany
373|N532|Ne/F/Fabricio-Neis|Fabricio Neis|15|6|1990|-1|-1|-1|-1|Brazil
374|C435|Ce/K/Kacper-Cecek|Kacper Cecek|14|4|1976|-1|-1|1|-1|Germany
375|V170|Va/C/Christophe-Van-Garsse|Christophe Van Garsse|21|6|1974|185|84|1|1992|Belgium
376|V356|Vi/A/Alex-Vittur|Alex Vittur|11|4|1984|-1|-1|-1|-1|Italy
377|G435|Gh/M/Mustafa-Ghouse|Mustafa Ghouse|19|8|1980|185|75|1|1998|India
378|V426|Vi/R/Ricardo-Villacorta-Alonso|Ricardo Villacorta Alonso|24|4|1985|-1|-1|-1|-1|Spain
379|G437|Gr/F/Florian-Grewe|Florian Grewe|25|4|1980|-1|-1|1|-1|Germany
380|E688|Er/M/Markus-Eriksson|Markus Eriksson|29|11|1989|188|80|1|-1|Sweden
381|G432|Go/M/Matteo-Gotti|Matteo Gotti|4|6|1978|-1|-1|1|-1|Italy
382|J399|Jd/M/Mehdi-Jdi|Mehdi Jdi|13|12|1988|-1|-1|-1|-1|Morocco
383|J397|Top-Players/Jerzy-Janowicz|Jerzy Janowicz|13|11|1990|203|91|1|2007|Poland
384|E687|Ev/D/Daniel-Evans|Daniel Evans|23|5|1990|175|75|1|2006|Great Britain
385|BC68|Be/P/Philip-Bester|Philip Bester|6|10|1988|188|77|1|2006|Canada
386|J393|Je/J/Jarmere-Jenkins|Jarmere Jenkins|25|11|1990|180|77|1|-1|United States
387|N718|Na/U/Ugo-Nastasi|Ugo Nastasi|16|4|1993|-1|-1|1|-1|Luxembourg
388|H431|He/N/Nathan-Healey|Nathan Healey|27|2|1980|180|82|1|1998|Australia
389|V195|Vi/F/Fernando-Vicente|Fernando Vicente|8|3|1977|180|76|1|1996|Spain
390|H432|Top-Players/Lleyton-Hewitt|Lleyton Hewitt|24|2|1981|180|77|1|1998|Australia
391|H435|Ha/J/Jerome-Haehnel|Jérôme Haehnel|14|7|1980|185|78|1|1998|France
392|P226|Pi/C/Cedric-Pioline|Cédric Pioline|15|6|1969|188|79|1|1989|France
393|A311|Ar/H/Hugo-Armando|Hugo Armando|27|5|1978|183|82|1|1997|United States
394|A310|Ag/E/Emin-Agaev|Emin Agaev|14|5|1979|-1|77|1|1999|Azerbaijan
395|R532|Ru/M/Michael-Rubin|Michael Rubin|2|9|1981|-1|-1|-1|-1|United States
396|O168|Ob/V/Vladimir-Obradovic|Vladimir Obradovic|4|2|1981|196|91|1|-1|Serbia
397|A318|Ar/P/Patricio-Arquez|Patricio Arquez|12|4|1980|-1|-1|1|0|Argentina
398|E201|Em/M/Matthew-Emery|Matthew Emery|16|5|1983|-1|-1|-1|-1|United States
399|E200|En/L/Lucas-Engel|Lucas Engel|1|12|1981|-1|-1|-1|-1|Brazil
400|SC23|Sm/M/Matthew-Smith|Matt Smith|21|8|1984|-1|-1|-1|-1|Great Britain
401|E757|Eh/H/Hiroyasu-Ehara|Hiroyasu Ehara|18|6|1991|-1|-1|-1|-1|Japan
402|E204|Ed/S/Scott-Eddins|Scott Eddins|17|3|1979|-1|-1|-1|-1|United States
403|P254|Pe/D/Dinu-Pescariu|Dinu Pescariu|12|4|1974|185|76|1|-1|Romania
404|BF45|Br/C/Charles-Antoine-Brezac|Charles Antoine Brezac|17|9|1985|-1|-1|-1|-1|France
405|PD44|Pa/N/Nicolas-Pastor|Nicolas Pastor|12|3|1991|-1|-1|1|-1|Argentina
406|C546|Cr/T/Teodor-Dacian-Craciun|Teodor Dacian Craciun|6|6|1980|-1|-1|1|-1|Romania
407|C547|Co/J/Julien-Couly|Julien Couly|8|8|1975|-1|-1|1|-1|France
408|C543|Co/J/Jason-Cook|Jason Cook|5|3|1977|-1|-1|1|-1|United States
409|T166|Ti/M/Mikael-Tillstrom|Mikael Tillström|5|3|1972|185|73|1|1991|Sweden
410|PD47|Po/L/Luca-Pompeo|Luca Pompeo|8|4|1989|-1|-1|-1|-1|Italy
411|T168|Ti/L/Laurence-Tieleman|Laurence Tieleman|14|11|1972|180|75|1|1993|Italy
412|T980|Tr/R/Rodrigo-Traldi|Rodrigo Traldi|4|10|1990|-1|-1|-1|-1|Brazil
413|V220|Va/J/Jan-Vacek|Jan Vacek|10|5|1976|198|92|1|1999|Czech Republic
414|T982|Ya/T/Tsung-Hua-Yang|Tsung Hua Yang|29|3|1991|178|80|1|2006|CHINESE TAIPEI ( TAIWAN )
415|V226|Va/I/Ivan-Vajda|Ivan Vajda|4|9|1978|-1|-1|1|-1|Croatia
416|T984|Tr/B/Bastian-Trinker|Bastian Trinker|11|5|1990|-1|-1|-1|-1|Austria
417|C940|Ca/T/Tommaso-Cafferata|Tommaso Cafferata|-1|-1|-1|-1|-1|-1|-1|Italy
418|C944|Co/E/Evghenii-Corduneanu|Evghenii Corduneanu|14|4|1983|-1|-1|-1|-1|Macedonia, the Former Yugoslav Republic of
419|KB43|Ke/R/Robin-Kern|Robin Kern|3|10|1993|190|87|-1|-1|Germany
420|KB42|Ko/K/Kevin-Konfederak|Kevin Konfederak|26|7|1991|-1|-1|-1|-1|Argentina
421|N390|Ni/F/Frederik-Nielsen|Frederik Nielsen|27|8|1983|190|83|1|2001|Denmark
422|KB47|Ka/V/Vitaliy-Kachanovskiy|Vitaliy Kachanovskiy|12|4|1991|-1|-1|-1|-1|Russian Federation
423|L231|Lo/A/Alex-Lopez-Moron|Álex López Morón|28|11|1970|175|70|1|1990|Spain
424|N395|Na/C/Chun-Hwan-Nam|Chun Hwan Nam|-1|-1|-1|-1|-1|-1|-1|Korea, Republic of
425|F703|Fu/M/Mikhail-Fufygin|Mikhail Fufygin|13|5|1990|-1|-1|-1|-1|Russian Federation
426|H320|Ha/B/Brett-Hansen-Dent|Brett Hansen Dent|2|7|1972|183|77|1|1995|United States
427|M919|Top-Players/Marcelo-Melo|Marcelo Melo|23|9|1983|203|87|1|1998|Brazil
428|H322|Ho/M/Mariano-Hood|Mariano Hood|14|8|1973|178|70|0|1993|Argentina
429|KD80|Ki/N/Timi-Kivijarvi|Timi Kivijarvi|9|8|1994|-1|-1|-1|-1|Finland
430|M759|Mo/W/Wesley-Moodie|Wesley Moodie|14|2|1979|196|91|1|2000|South Africa
431|M758|Ma/T/Thierry-Martin|Thierry Martin|-1|-1|-1|-1|-1|1|-1|France
432|SG86|Si/V/Vedran-Siljegovic|Vedran Siljegovic|16|8|1988|-1|-1|-1|-1|Croatia
433|SG87|Top-Players/Ryan-Sweeting|Ryan Sweeting|14|7|1987|196|83|1|2007|United States
434|SM28|Se/S/Sebastian-Serrano|Sebastian Serrano|24|4|1987|-1|-1|-1|-1|Colombia
435|M752|Mo/G/Gabriel-Montilla|Gabriel Montilla|11|8|1979|-1|-1|1|-1|Puerto Rico
436|SG88|Sa/A/Alexander-Sadecky|Alexander Sadecky|6|7|1987|193|80|0|-1|Switzerland
437|SM25|Top-Players/Jack-Sock|Jack Sock|24|9|1992|190|84|1|2011|United States
438|SM23|So/L/Lakshit-Sood|Lakshit Sood|20|2|1991|-1|-1|-1|-1|India
439|K624|Kn/B/Bastian-Knittel|Bastian Knittel|8|8|1983|180|71|0|2003|Germany
440|SK06|So/D/David-Souto|David Souto|26|3|1992|-1|-1|0|-1|Venezuela
441|SK04|So/D/Daniel-Sotomarino|Daniel Sotomarino|28|8|1989|-1|-1|1|-1|Peru
442|K873|Ku/B/Boris-Kurtovic|Boris Kurtovic|17|5|1986|-1|-1|-1|-1|Croatia
443|SK02|Si/K/Karunuday-Singh|Karunuday Singh|19|11|1990|-1|-1|-1|-1|India
444|SN53|Su/D/Danyal-Sualehe|Danyal Sualehe|8|3|1994|-1|-1|-1|-1|Portugal
445|CA22|Ce/P/Pavol-Cervenak|Pavol Červenák|1|7|1987|190|77|1|-1|Slovakia
446|CA23|Ci/F/Federico-Ciarrochi|Federico Ciarrochi|22|10|1987|-1|-1|-1|-1|Argentina
447|H283|He/J/Jose-Enrique-Hernandez|Jose Enrique Hernandez|-1|-1|-1|-1|-1|1|-1|Mexico
448|D339|Da/M/Marcos-Daniel|Marcos Daniel|4|7|1978|180|79|1|1997|Brazil
449|T156|Tr/P/Peter-Tramacchi|Peter Tramacchi|8|11|1970|185|69|1|1992|Australia
450|BE85|Bo/A/Andrey-Boldarev|Andrey Boldarev|7|5|1988|-1|-1|-1|-1|Uzbekistan
451|D330|Di/A/Alessio-Di-Mauro|Alessio di Mauro|9|8|1977|185|71|0|1998|Italy
452|D331|Di/C/Christian-Dillschneider|Christian Dillschneider|25|4|1976|-1|-1|1|-1|Switzerland
453|MH48|Ma/V/Vijayant-Malik|Vijayant Malik|14|2|1990|-1|-1|-1|-1|India
454|Z208|Ze/F/Filip-Zeman|Filip Zeman|3|4|1988|-1|-1|-1|-1|Czech Republic
455|T760|Tu/S/Sasa-Tuksar|Saša Tuksar|12|5|1983|180|72|1|2002|Croatia
456|T762|To/J/Josko-Topic|Josko Topic|8|12|1983|-1|-1|-1|-1|Croatia
457|MB25|Ma/R/Richard-Maier|Richard Maier|5|11|1979|-1|-1|-1|-1|Germany
458|MB53|Me/A/Adrian-Menendez-Maceiras|Adrián Menéndez-Maceiras|28|10|1985|185|78|1|2005|Spain
459|Z202|Ze/J/Jan-Zelezny|Jan Železný|18|5|1984|-1|-1|-1|-1|Czech Republic
460|MB51|Ma/A/Alexander-Markin|Aleksandr Markin|6|7|1982|-1|-1|-1|-1|Russian Federation
461|SO86|St/R/Robin-Stanek|Robin Stanek|3|1|1995|-1|-1|0|-1|Czech Republic
462|MB57|Ma/J/Jason-Mallaiah|Jason Mallaiah|29|4|1983|-1|-1|-1|-1|United States
463|SB57|Sh/A/Anoosha-Shahgholi|Anoosha Shahgholi|10|11|1981|-1|-1|-1|-1|Iran, Islamic Republic of
464|F058|Fu/T/Takanobu-Fujii|Takanobu Fujii|-1|-1|-1|-1|-1|1|-1|Japan
465|M938|Mu/P/Philipp-Mukhometov|Philipp Mukhometov|25|11|1983|-1|-1|-1|-1|Russian Federation
466|M936|Mo/M/Mario-Monroy|Mario Monroy|22|5|1982|-1|-1|-1|-1|Peru
467|M935|Top-Players/Philipp-Marx|Philipp Marx|3|2|1982|188|75|1|-1|Germany
468|M934|Ma/I/Israel-Matos-Gil|Israel Matos Gil|14|12|1982|-1|-1|-1|-1|Spain
469|H281|Hl/M/Mark-Hlawaty|Mark Hlawaty|10|9|1970|-1|-1|1|-1|Australia
470|M931|Mo/H/Huntley-Montgomery|Huntley Montgomery|2|10|1978|-1|-1|-1|-1|United States
471|GA01|Gu/G/Gregory-Gumbs|Gregory Gumbs|22|6|1987|-1|-1|-1|-1|France
472|B299|Br/S/Scott-Brown|Scott Brown|-1|-1|-1|-1|-1|1|-1|United States
473|K909|Ka/A/Andriej-Kapas|Andriej Kapaś|11|8|1989|-1|-1|1|-1|Poland
474|K905|Ko/M/Mateusz-Kowalczyk|Mateusz Kowalczyk|3|5|1987|193|38|1|2005|Poland
475|K906|Ko/M/Michal-Konecny|Michal Konecny|13|10|1989|-1|75|0|-1|Czech Republic
476|K907|Ka/S/Sho-Katayama|Sho Katayama|12|5|1989|-1|-1|-1|-1|Japan
477|K901|Ki/W/Woo-Ram-Kim|Woo Ram Kim|7|8|1985|-1|-1|-1|-1|Korea, Republic of
478|F453|Fr/D/Declan-Friesberg|Declan Friesberg|31|12|1979|-1|-1|-1|-1|Germany
479|F454|Top-Players/Colin-Fleming|Colin Fleming|13|8|1984|188|78|1|-1|Great Britain
480|D577|Dm/O/Oleg-Dmitriev|Oleg Dmitriyev|13|9|1993|-1|-1|-1|-1|Russian Federation
481|D207|Di/D/Dirk-Dier|Dirk Dier|16|2|1972|185|77|1|1990|Germany
482|M800|Mi/J/Jan-Minar|Jan Minář|9|4|1981|-1|-1|1|-1|Czech Republic
483|M805|Mo/J/Jeff-Morrison|Jeff Morrison|4|2|1979|185|73|1|2000|United States
484|M804|Ma/A/Aaron-Marchetti|Aaron Marchetti|15|12|1976|-1|-1|1|-1|United States
485|V239|Ve/D/Diego-Veronelli|Diego Veronelli|5|12|1979|193|83|1|1996|Argentina
486|B562|Ba/J/Jean-Francois-Bachelot|Jean Francois Bachelot|11|6|1977|183|77|1|1996|France
487|N771|No/C/Cameron-Norrie|Cameron Norrie|23|8|1995|-1|-1|-1|-1|Great Britain
488|B741|Bo/S/Stian-Boretti|Stian Boretti|20|12|1981|188|88|1|2000|Norway
489|HB31|Ha/J/Johannes-Haerteis|Johannes Haerteis|22|2|1996|-1|-1|-1|-1|Germany
490|B747|Top-Players/Julien-Benneteau|Julien Benneteau|20|12|1981|185|79|1|2000|France
491|D844|Di/G/Gabriel-Dias|Gabriel Dias|21|6|1991|-1|-1|-1|-1|Brazil
492|D845|Do/A/Andrew-Dottino|Andrew Dottino|17|7|1989|-1|-1|-1|-1|United States
493|D598|Do/A/Alvaro-Dominguez|Álvaro Domínguez Soto|22|1|1979|-1|-1|-1|-1|Mexico
494|PC11|Pe/G/Guido-Pella|Guido Pella|17|5|1990|185|83|0|2007|Argentina
495|S015|Sa/J/Javier-J-Sanchez|Javier J Sanchez|1|2|1968|178|70|1|1986|Spain
496|Z288|Za/M/Mark-Zakovsek|Mark Zakovsek|19|8|1989|-1|-1|-1|-1|Slovenia
497|B585|Br/M/Matthew-Breen|Matthew Breen|12|6|1976|-1|-1|1|-1|Australia
498|G925|Gr/T/Tihomir-Grozdanov|Tihomir Grozdanov|29|4|1987|-1|-1|-1|-1|Bulgaria
499|G922|Gr/G/Gerard-Granollers|Gerard Granollers|30|1|1989|-1|-1|-1|-1|Spain
500|R790|Ru/V/Valery-Rudnev|Valery Rudnev|16|2|1988|-1|-1|-1|-1|Russian Federation
501|B589|Top-Players/Mike-Bryan|Mike Bryan|29|4|1978|190|84|1|1998|United States
502|B588|Top-Players/Bob-Bryan|Bob Bryan|29|4|1978|193|88|0|1998|United States
503|D441|De/R/Riccardo-Desto|Riccardo Desto|28|3|1982|-1|-1|-1|-1|Italy
504|PG94|Po/M/Marc-Polmans|Marc Polmans|2|5|1997|-1|-1|-1|-1|Australia
505|D445|Do/S/Stefano-Dolce|Stefano Dolce|7|4|1981|-1|-1|-1|-1|Italy
506|K612|Ke/A/Adam-Kennedy|Adam Kennedy|9|2|1983|-1|-1|-1|-1|Australia
507|V230|Vi/T/Tero-Vilen|Tero Vilen|16|11|1979|-1|-1|1|-1|Finland
508|D686|Du/P/Pierre-Ludovic-Duclos|Pierre Ludovic Duclos|8|1|1986|188|75|1|2007|Canada
509|PD01|Pl/J/Jiri-Placek|Jiri Placek|3|8|1989|-1|72|-1|-1|Czech Republic
510|D684|Do/W/Weerapat-Doakmaiklee|Weerapat Doakmaiklee|13|6|1987|-1|-1|-1|-1|Thailand
511|S658|Sa/M/Manuel-Sala|Manuel Sala|30|11|1975|-1|-1|1|-1|Spain
512|D683|Top-Players/Juan-Martin-Del-Potro|Juan Martín del Potro|23|9|1988|198|97|1|2005|Argentina
513|F299|Fr/L/Leos-Friedl|Leoš Friedl|1|1|1977|183|80|1|1997|Czech Republic
514|PD07|Top-Players/Vasek-Pospisil|Vasek Pospisil|23|6|1990|193|84|1|2007|Canada
515|D939|Du/D/Daniiar-Duldaev|Daniiar Duldaev|27|10|1992|-1|-1|1|-1|Kyrgyzstan
